신공학관 4159,신공학관 4127,5.805
신공학관 4127,신공학관 4층 화장실 갈림길 B,10.75
신공학관 4층 화장실 갈림길 B,신공학관 4133,2.58
신공학관 4133,신공학관 4층 북쪽 갈림길,15.48
신공학관 4층 남쪽 갈림길 A,신공학관 4115,2.58
신공학관 4115,신공학관 4161,5.16
신공학관 4161,신공학관 4층 남쪽 갈림길 B,9.25
신공학관 5층 북쪽 계단,신공학관 5141,6.235
신공학관 5141,신공학관 5143,6.45
신공학관 5143,신공학관 5145,6.45
신공학관 5145,신공학관 5층 북쪽 갈림길,5.59
신공학관 5층 북쪽 갈림길,신공학관 5147,2.15
신공학관 5147,신공학관 5층 중앙 엘리베이터,1.72
신공학관 5층 중앙 엘리베이터,신공학관 5층 북쪽 코너,3.87
신공학관 5층 북쪽 코너,신공학관 5103,6.45
신공학관 5103,신공학관 5층 중앙 계단,3.225
신공학관 5층 중앙 계단,신공학관 5105,2.365
신공학관 5105,신공학관 5107,6.02
신공학관 5107,신공학관 5층 화장실 갈림길 A,2.58
신공학관 5층 화장실 갈림길 A,신공학관 5층 화장실 갈림길 B,7.74
신공학관 5층 화장실 갈림길 A,신공학관 5109,3.655
신공학관 5109,신공학관 5112,7.525
신공학관 5112,신공학관 5층 남쪽 코너 A,2.15
신공학관 5층 남쪽 코너 A,신공학관 5층 남쪽 코너 B,6.88
신공학관 5층 남쪽 코너 B,신공학관 5층 남쪽 갈림길 A,3.87
신공학관 5층 남쪽 갈림길 A,신공학관 5157,1.72
신공학관 5157,신공학관 5층 남쪽 갈림길 B,6.235
신공학관 5127,신공학관 5159,0
신공학관 5층 남쪽 갈림길 B,신공학관 5127,1.94
신공학관 5층 남쪽 갈림길 B,신공학관 5159,1.94
신공학관 5125,신공학관 5161,0
신공학관 5127,신공학관 5125,5.835
신공학관 5127,신공학관 5161,5.835
신공학관 5159,신공학관 5125,5.835
신공학관 5159,신공학관 5161,5.835
신공학관 5층 남쪽 갈림길 B,신공학관 5128,7.095
신공학관 5128,신공학관 5층 화장실 갈림길 B,3.655
신공학관 5층 화장실 갈림길 B,신공학관 5130,2.58
신공학관 5130,신공학관 5132,6.02
신공학관 5132,신공학관 5134,5.59
신공학관 5134,신공학관 5층 북쪽 갈림길,6.45
신공학관 5층 남쪽 갈림길 A,신공학관 5115,6.02
신공학관 5115,신공학관 5116,1.72
신공학관 5116,신공학관 5층 남쪽 엘리베이터(남쪽 계단),14.195
신공학관 6층 남쪽 엘리베이터(남쪽 계단),신공학관 6120,4.48
신공학관 6층 남쪽 엘리베이터(남쪽 계단),신공학관 6119,2.52
신공학관 6119,신공학관 6122,0
신공학관 6119,신공학관 6115,13.68
신공학관 6122,신공학관 6115,13.68
신공학관 6115,신공학관 6층 남쪽 갈림길 B,6.1
신공학관 6층 남쪽 갈림길 B,신공학관 6층 남쪽 갈림길 A,7.51
신공학관 6층 남쪽 갈림길 A,신공학관 6112,4.03
신공학관 6112,신공학관 6109,7.98
신공학관 6109,신공학관 6층 화장실 갈림길 A,3.78
신공학관 6층 화장실 갈림길 A,신공학관 6107,2.6
신공학관 6107,신공학관 6105,6.7
신공학관 6105,신공학관 6층 중앙 계단,2.67
신공학관 6층 중앙 계단,신공학관 6103,3.57
신공학관 6103,신공학관 6147,7.36
신공학관 6147,신공학관 6101,2.02
신공학관 6147,신공학관 6층 중앙 엘리베이터,3.79
신공학관 6층 중앙 엘리베이터,신공학관 6144,3.72
신공학관 6144 ,신공학관 6141,11
신공학관 6141,신공학관 6층 북쪽 계단,11.63
신공학관 6144 ,신공학관 6134,7.36
신공학관 6134,신공학관 6132,6.24
신공학관 6132,신공학관 6130,6.7
신공학관 6130,신공학관 6층 화장실 갈림길 B,2.6
신공학관 6층 화장실 갈림길 B,신공학관 6층 화장실 갈림길 A,8.74
신공학관 6층 화장실 갈림길 B,신공학관 6128,3.78
신공학관 6128,신공학관 6127,7.98
신공학관 6127,신공학관 6층 남쪽 갈림길 B,4.03
신공학관 7층 남쪽 엘리베이터(남쪽 계단),신공학관 7층 남쪽 갈림길 A,3.27
신공학관 7층 남쪽 엘리베이터(남쪽 계단),신공학관 7층 남쪽 갈림길 B,8.21
신공학관 7층 남쪽 갈림길 A,신공학관 7층 남쪽 갈림길 C,18.88
신공학관 7층 남쪽 갈림길 B,신공학관 7층 남쪽 갈림길 D,18.88
신공학관 7층 남쪽 갈림길 C,신공학관 7층 남쪽 갈림길 D,8.16
신공학관 7층 남쪽 갈림길 C,신공학관 7층 갈림길 E,11.51
신공학관 7층 갈림길 E,신공학관 7층 화장실 갈림길 A,14.1
신공학관 7층 화장실 갈림길 A,신공학관 7층 중앙 계단,12
신공학관 7층 중앙 계단,신공학관 7층 북쪽 코너 F,8.18
신공학관 7층 복도 끝 F,신공학관 7층 중앙 엘리베이터,3.9
