원흥관 3층 F동 남쪽 계단,원흥관 4층 F동 남쪽 계단,9.75
원흥관 3층 F동 중앙 계단,원흥관 4층 F동 중앙 계단,9.75
원흥관 3층 엘리베이터(계단),원흥관 4층 엘리베이터(계단),9.75
원흥관 3층 E동 중앙 계단,원흥관 4층 E동 중앙 계단,9.75
원흥관 3층 E동 북쪽 계단,원흥관 4층 E동 북쪽 계단,9.75
원흥관 4층 F동 남쪽 계단,신공학관 7층 원흥관 방면 입/출구,31.9
원흥관 3층 F동 남쪽 계단,신공학관 7층 원흥관 방면 입/출구,31.9
원흥관 4층 F동 남쪽 계단,원흥관 5층 F동 남쪽 계단,9.75
원흥관 4층 F동 중앙 계단,원흥관 5층 F동 중앙 계단,9.75
원흥관 4층 엘리베이터(계단),원흥관 5층 엘리베이터(계단),9.75
원흥관 4층 E동 중앙 계단,원흥관 5층 E동 중앙 계단,9.75
원흥관 4층 E동 북쪽 계단,원흥관 5층 E동 북쪽 계단,9.75
원흥관 5층 F동 남쪽 계단,원흥관 6층 F동 남쪽 계단,9.36
원흥관 5층 F동 중앙 계단,원흥관 6층 F동 중앙 계단,9.36
원흥관 5층 엘리베이터(계단),원흥관 6층 엘리베이터(계단),9.36
원흥관 5층 E동 중앙 계단,원흥관 6층 E동 중앙 계단,9.36
원흥관 5층 E동 북쪽 계단,원흥관 6층 E동 북쪽 계단,9.36
신공학관 1층 중앙 엘리베이터,신공학관 2층 중앙 엘리베이터,18.89
신공학관 1층 중앙 엘리베이터,신공학관 9층 중앙 엘리베이터,40
신공학관 1층 중앙 계단,신공학관 2층 중앙 계단,10.08
신공학관 1층 남쪽 엘리베이터 (남쪽 계단 A),신공학관 2층 남쪽 엘리베이터 (남쪽 계단 A),10.08
신공학관 1층 남쪽 계단 B,신공학관 2층 남쪽 계단 B,10.08
신공학관 2층 중앙 엘리베이터,신공학관 3층 중앙 엘리베이터,18.89
신공학관 2층 중앙 계단,신공학관 3층 중앙 계단,11.76
신공학관 2층 남쪽 엘리베이터 (남쪽 계단 A),신공학관 3층 남쪽 엘리베이터 (남쪽 계단 A),11.76
신공학관 2층 남쪽 계단 B,신공학관 3층 남쪽 계단 B,11.76
신공학관 2층 북쪽 계단,신공학관 3층 북쪽 계단,11.76
신공학관 3층 중앙 엘리베이터,신공학관 4층 중앙 엘리베이터,18.89
신공학관 3층 중앙 계단,신공학관 4층 중앙 계단,10.08
신공학관 3층 남쪽 엘리베이터 (남쪽 계단 A),신공학관 4층 남쪽 엘리베이터 (남쪽 계단 A),10.08
신공학관 3층 북쪽 계단,신공학관 4층 북쪽 계단,10.08
신공학관 4층 중앙 엘리베이터,신공학관 5층 중앙 엘리베이터,18.89
신공학관 4층 중앙 계단,신공학관 5층 중앙 계단,10.08
신공학관 4층 남쪽 엘리베이터 (남쪽 계단 A),신공학관 5층 남쪽 엘리베이터(남쪽 계단),10.08
신공학관 4층 북쪽 계단,신공학관 5층 북쪽 계단,10.08
신공학관 5층 중앙 엘리베이터,신공학관 6층 중앙 엘리베이터,18.89
신공학관 5층 중앙 계단,신공학관 6층 중앙 계단,9.24
신공학관 5층 남쪽 엘리베이터(남쪽 계단),신공학관 6층 남쪽 엘리베이터(남쪽 계단),9.24
신공학관 5층 북쪽 계단,신공학관 6층 북쪽 계단,9.24
신공학관 6층 중앙 엘리베이터,신공학관 7층 중앙 엘리베이터,18.89
신공학관 6층 중앙 계단,신공학관 7층 중앙 계단,9.24
신공학관 6층 남쪽 엘리베이터(남쪽 계단),신공학관 7층 남쪽 엘리베이터(남쪽 계단),9.24
신공학관 6층 북쪽 계단,신공학관 7층 북쪽 계단,9.24
신공학관 7층 북쪽 계단,신공학관 7층 원흥관 방면 입/출구,23.3
신공학관 7층 중앙 엘리베이터,신공학관 9층 중앙 엘리베이터,37.78
신공학관 7층 중앙 계단,신공학관 9층 중앙 계단,19.32
신공학관 7층 남쪽 엘리베이터(남쪽 계단),신공학관 9층 남쪽 엘리베이터(남쪽 계단),19.32
신공학관 9층 중앙도서관 방면 입/출구 끝,원흥관 5층 F동 남쪽 계단,18.7
신공학관 9층 중앙도서관 방면 입/출구 끝,원흥관 6층 F동 남쪽 계단,18.7
